time,vorticity_rmse,vorticity_relative_l2,vorticity_max_abs,velocity_relative_l2
0.0,0.0,0.0,0.0,0.0
0.5,0.007157080275016856,0.0023387272714704174,0.019755278407944665,0.0014595494558975223
1.0,0.0063882099486447935,0.003144984822956949,0.012139111086898247,0.002105238936908248
1.5,0.005027689370807395,0.0036644027627207253,0.008424389758481698,0.0021144390173939774
2.0,0.0036485258970202633,0.003928373265314202,0.0061753110346813855,0.0017589868825782504
2.5,0.0025445830012807685,0.004046005447956702,0.0043230995411558115,0.0013209384109182068
3.0,0.0017428566228593128,0.004092151314280104,0.0028971684852792945,0.0009412657748514006
3.5,0.0011840655622794452,0.004105201554008855,0.001922207348266175,0.000654855671925079
