time,concentration_relative_l2,concentration_max_abs,vorticity_relative_l2,vorticity_max_abs,velocity_relative_l2
0.0,0.0,0.0,0.0,0.0,0.0
0.0925,0.007674532123777891,0.035741759892350955,0.038356365729165676,2.656722482067508,0.013041113325575575
0.18625,0.008084933822774455,0.03011057033305331,0.03295830961359772,1.4177255293972735,0.010356544108386065
0.27875,0.00710403250758532,0.022035379631576424,0.025519370460328178,0.7362776213364413,0.007666594044857119
0.37125,0.005585734881152367,0.015035813931274511,0.019772252804010487,0.4037304713898475,0.006089008017149988
0.46375,0.004222906478025494,0.010408289053487785,0.015825471641112972,0.23632572566800825,0.005436994725142271
0.5575,0.0034784442813198483,0.007372523860553093,0.013572158971042173,0.15086140424844086,0.005376198760202583
0.65,0.00333899753392852,0.005853886311071477,0.0126090550985011,0.10829610911532406,0.005508309780321898
