time,concentration_relative_l2,concentration_max_abs,vorticity_relative_l2,vorticity_max_abs,velocity_relative_l2
0.0,3.2267216579714894e-07,3.413719554812289e-07,1.2387965697364285e-06,0.0001399340292209672,7.852532643730447e-07
0.0925,0.0002616220729814107,0.0010754373499712866,0.0007077668736698115,0.028473498508709838,0.00031727136751826527
0.185,0.0003032515775626021,0.0010097235816420858,0.0006969564672410487,0.017904272957370182,0.00030007691411196633
0.2775,0.00029653585663257467,0.0007957241914150481,0.000633132779451327,0.01215603182237146,0.0002542636835423698
0.3725,0.00028032514661679157,0.0006546767600481562,0.0005548225941024762,0.00785602113003847,0.00021730250035172536
0.465,0.00026325133063150106,0.0005453241883645599,0.0004762658352382622,0.004824907436484338,0.00019358329974472044
0.5575,0.0002443792355666276,0.00046367511185779753,0.00040733447640153874,0.0031915997971312393,0.00017752623789780774
0.65,0.00022472613132083817,0.0003966226532706729,0.0003524016950869654,0.002663666496771633,0.0001661128906866193
