time,vorticity_rmse,vorticity_relative_l2,vorticity_max_abs,velocity_relative_l2,concentration_rmse,concentration_relative_l2,concentration_max_abs,mps_concentration_mass,dns_concentration_mass
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3563648228251215,0.3563648228251215
0.5,0.007157082074455688,0.002338727859475095,0.019755265342077166,0.0014595501378193302,0.0006727646653836092,0.0015677867241243625,0.0017783607203788465,0.35634162782297363,0.3563648228251215
1.0,0.006388213331157263,0.00314498648820441,0.012139114713929366,0.0021052390383188555,0.0006616241405642501,0.0016961644254310207,0.001459355354278491,0.35633674926637793,0.3563648228251215
1.5,0.005027690354419702,0.0036644034796209563,0.008424403603997987,0.0021144387962196637,0.0005144044864264606,0.0013843278168044907,0.001045564702748858,0.3563348845280795,0.3563648228251215
2.0,0.0036485260283566907,0.003928373406724332,0.006175317750931608,0.0017589865991886292,0.00035710038558969354,0.0009832427014136223,0.0007110614541061544,0.35633397247633813,0.35636482282512155
2.5,0.0025445828822372165,0.004046005258671915,0.00432310390325974,0.001320938119808417,0.00023520759216767357,0.0006543975580303214,0.0004515561028152204,0.35633350211694287,0.35636482282512155
3.0,0.001742856448820241,0.00409215090564396,0.002897171146447469,0.0009412654678601927,0.00015244985356578782,0.00042614079444604403,0.0002940011052265934,0.3563332564182672,0.3563648228251215
3.5,0.0011840653986966237,0.004105200986860828,0.0019222062437384418,0.000654855319550122,0.00010020017373074464,0.00028068032008766357,0.00019105244605271965,0.3563331226120251,0.35636482282512155
